,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,87,27,60,83
0,2,Liverpool,34,17,17,25,8,1,74,20,54,83
2,3,Spurs,35,18,17,23,3,9,68,38,30,72
3,4,Arsenal,35,17,18,21,7,7,71,43,28,71
4,5,Man Utd,33,17,16,19,7,7,63,44,19,66
6,6,Wolves,35,17,18,15,8,12,45,41,4,66
5,7,Chelsea,34,17,17,19,6,9,58,37,21,64
9,8,Leicester,35,18,17,15,6,14,47,43,4,52
7,9,Watford,35,18,17,13,8,14,47,52,-5,48
10,10,Everton,34,17,17,13,7,14,48,46,2,47
8,11,West Ham,35,17,18,13,6,16,46,57,-11,46
12,12,Newcastle,35,17,18,10,11,14,35,43,-8,44
11,13,Bournemouth,35,17,18,12,6,17,50,65,-15,44
14,14,Brighton,35,18,17,12,7,16,42,49,-7,43
13,15,Crystal Palace,35,18,17,10,6,19,43,51,-8,38
15,16,Southampton,35,18,17,7,11,17,39,60,-21,35
16,17,Burnley,34,17,17,9,7,18,38,63,-25,34
17,18,Cardiff,34,17,17,9,5,20,29,62,-33,32
18,19,Fulham,35,18,17,5,6,24,34,77,-43,21
19,20,Huddersfield,35,17,18,3,5,27,19,65,-46,14
