,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,82,22,60,80
0,2,Liverpool,33,17,16,24,8,1,73,20,53,80
3,3,Arsenal,32,15,17,19,7,6,66,39,27,65
2,4,Spurs,32,17,15,21,2,9,60,34,26,65
4,5,Man Utd,32,17,15,18,7,7,60,42,18,63
5,6,Chelsea,32,16,16,18,6,8,54,36,18,61
6,7,Wolves,33,16,17,13,8,12,40,40,0,60
9,8,Leicester,33,17,16,14,5,14,43,43,0,48
8,9,West Ham,32,15,17,13,6,13,44,46,-2,46
7,10,Watford,32,17,15,12,8,12,44,48,-4,45
11,11,Bournemouth,33,16,17,12,5,16,47,60,-13,43
10,12,Everton,32,16,16,11,7,14,43,45,-2,41
14,13,Brighton,32,16,16,11,6,15,38,45,-7,39
12,14,Newcastle,32,16,16,9,9,14,31,40,-9,39
13,15,Crystal Palace,32,16,16,10,6,16,39,44,-5,38
15,16,Southampton,33,17,16,7,10,16,37,56,-19,34
16,17,Burnley,33,17,16,9,6,18,38,63,-25,33
17,18,Cardiff,33,16,17,9,4,20,29,62,-33,31
18,19,Fulham,32,16,16,4,5,23,30,72,-42,17
19,20,Huddersfield,33,16,17,3,5,25,19,60,-41,14
