,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,80,25,55,87
1,2,Man City,36,18,18,24,7,5,85,28,57,79
2,3,Spurs,36,18,18,24,2,10,68,39,29,74
4,4,Man Utd,35,18,17,21,8,6,68,44,24,71
3,5,Arsenal,35,17,18,21,7,7,72,42,30,70
5,6,Chelsea,35,17,18,20,7,8,58,36,22,67
9,7,Leicester,35,18,17,16,5,14,50,45,5,53
7,8,Watford,36,18,18,14,7,15,50,55,-5,49
6,9,Wolves,36,18,18,13,9,14,45,47,-2,48
10,10,Everton,36,18,18,13,7,16,48,51,-3,46
14,11,Brighton,36,18,18,11,10,15,41,50,-9,43
8,12,West Ham,36,18,18,12,6,18,43,57,-14,42
11,13,Bournemouth,36,18,18,12,6,18,47,66,-19,42
13,14,Crystal Palace,36,18,18,11,8,17,41,45,-4,41
15,15,Southampton,36,18,18,10,10,16,42,56,-14,40
12,16,Newcastle,36,18,18,9,10,17,35,49,-14,37
16,17,Burnley,36,18,18,9,8,19,38,63,-25,35
17,18,Cardiff,36,18,18,9,8,19,32,62,-30,35
18,19,Fulham,36,18,18,5,7,24,33,77,-44,22
19,20,Huddersfield,36,18,18,5,5,26,22,61,-39,20
