,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,84,22,62,80
0,2,Liverpool,33,17,16,24,7,2,73,20,53,79
2,3,Spurs,32,17,15,22,1,9,61,33,28,67
3,4,Arsenal,33,16,17,19,7,7,65,43,22,65
5,5,Chelsea,32,16,16,18,7,7,53,34,19,62
6,6,Wolves,33,16,17,13,10,10,40,37,3,62
4,7,Man Utd,32,17,15,17,7,8,59,43,16,60
9,8,Leicester,33,17,16,14,5,14,46,45,1,48
7,9,Watford,33,17,16,13,8,12,47,49,-2,48
10,10,Everton,33,16,17,12,8,13,48,44,4,45
8,11,West Ham,32,15,17,12,7,13,42,47,-5,44
11,12,Bournemouth,33,16,17,11,5,17,44,61,-17,40
13,13,Crystal Palace,33,17,16,10,6,17,39,44,-5,38
12,14,Newcastle,33,16,17,9,8,16,31,44,-13,38
15,15,Southampton,33,17,16,8,10,15,37,54,-17,37
14,16,Brighton,32,16,16,9,8,15,35,47,-12,35
16,17,Burnley,33,17,16,9,7,17,37,60,-23,34
17,18,Cardiff,33,16,17,8,6,19,29,62,-33,30
18,19,Fulham,33,17,16,4,6,23,31,73,-42,18
19,20,Huddersfield,33,16,17,4,5,24,20,59,-39,17
