,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,27,4,5,88,26,62,85
0,2,Liverpool,36,18,18,25,8,3,77,24,53,83
5,3,Chelsea,36,18,18,22,7,7,69,36,33,73
2,4,Spurs,36,18,18,23,2,11,66,38,28,71
3,5,Arsenal,36,18,18,21,8,7,74,49,25,71
4,6,Man Utd,36,18,18,18,8,10,64,50,14,62
6,7,Wolves,36,18,18,14,9,13,48,45,3,51
10,8,Everton,36,18,18,14,8,14,48,44,4,50
9,9,Leicester,36,18,18,14,8,14,46,47,-1,50
7,10,Watford,36,18,18,14,8,14,51,55,-4,50
8,11,West Ham,36,18,18,13,8,15,49,57,-8,47
14,12,Brighton,36,18,18,12,7,17,44,55,-11,43
12,13,Newcastle,36,18,18,10,11,15,38,47,-9,41
15,14,Southampton,36,18,18,10,11,15,40,55,-15,41
13,15,Crystal Palace,36,18,18,11,7,18,41,51,-10,40
11,16,Bournemouth,36,18,18,11,6,19,43,62,-19,39
16,17,Burnley,36,18,18,10,7,19,41,67,-26,37
17,18,Cardiff,36,18,18,9,7,20,34,68,-34,34
18,19,Fulham,36,18,18,5,7,24,34,76,-42,22
19,20,Huddersfield,36,18,18,3,7,26,21,64,-43,16
