,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,24,7,1,73,18,55,79
1,2,Man City,31,15,16,24,3,4,79,21,58,75
4,3,Man Utd,32,17,15,19,7,6,63,42,21,64
5,4,Chelsea,32,16,16,19,6,7,58,34,24,63
2,5,Spurs,31,17,14,20,1,10,57,35,22,61
3,6,Arsenal,32,15,17,18,6,8,63,42,21,60
6,7,Wolves,33,16,17,14,8,11,42,38,4,50
8,8,West Ham,32,15,17,13,6,13,43,47,-4,45
7,9,Watford,32,17,15,12,8,12,46,49,-3,44
9,10,Leicester,32,16,16,12,5,15,40,46,-6,41
11,11,Bournemouth,32,16,16,12,5,15,46,56,-10,41
10,12,Everton,32,16,16,11,7,14,44,44,0,40
12,13,Newcastle,32,16,16,10,8,14,32,40,-8,38
14,14,Brighton,32,16,16,10,6,16,35,49,-14,36
13,15,Crystal Palace,31,15,16,9,7,15,37,42,-5,34
15,16,Southampton,32,17,15,7,10,15,36,55,-19,31
17,17,Cardiff,32,15,17,9,4,19,30,60,-30,31
16,18,Burnley,32,16,16,8,6,18,35,61,-26,30
18,19,Fulham,32,16,16,4,6,22,29,70,-41,18
19,20,Huddersfield,32,16,16,3,6,23,19,58,-39,15
