,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,82,20,62,89
1,2,Man City,36,18,18,25,7,4,91,30,61,82
2,3,Spurs,36,18,18,23,3,10,68,39,29,72
3,4,Arsenal,36,18,18,21,8,7,70,44,26,71
5,5,Chelsea,36,18,18,20,8,8,66,42,24,68
4,6,Man Utd,36,18,18,19,9,8,71,51,20,66
6,7,Wolves,36,18,18,16,10,10,50,41,9,58
7,8,Watford,36,18,18,14,9,13,50,51,-1,51
8,9,West Ham,36,18,18,14,6,16,47,57,-10,48
11,10,Bournemouth,36,18,18,14,5,17,53,66,-13,47
10,11,Everton,36,18,18,13,7,16,47,49,-2,46
9,12,Leicester,36,18,18,13,6,17,43,49,-6,45
12,13,Newcastle,36,18,18,12,9,15,35,42,-7,45
13,14,Crystal Palace,36,18,18,11,8,17,45,48,-3,41
14,15,Brighton,36,18,18,11,8,17,38,46,-8,41
15,16,Southampton,36,18,18,8,11,17,39,62,-23,35
16,17,Burnley,36,18,18,9,7,20,39,70,-31,34
17,18,Cardiff,36,18,18,9,6,21,34,65,-31,33
18,19,Fulham,36,18,18,5,5,26,35,81,-46,20
19,20,Huddersfield,36,18,18,3,6,27,21,71,-50,15
