,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,30,3,5,98,28,70,93
0,2,Liverpool,38,19,19,27,9,2,85,24,61,90
4,3,Man Utd,38,19,19,23,9,6,74,44,30,78
2,4,Spurs,38,19,19,24,2,12,66,40,26,74
3,5,Arsenal,38,19,19,22,6,10,81,54,27,72
5,6,Chelsea,38,19,19,20,9,9,63,45,18,69
7,7,Watford,37,19,18,16,8,13,55,55,0,56
6,8,Wolves,38,19,19,14,11,13,45,47,-2,53
10,9,Everton,38,19,19,14,8,16,57,51,6,50
9,10,Leicester,38,19,19,14,6,18,48,53,-5,48
13,11,Crystal Palace,38,19,19,14,6,18,47,54,-7,48
11,12,Bournemouth,38,19,19,14,6,18,60,68,-8,48
14,13,Brighton,38,19,19,12,9,17,43,50,-7,45
8,14,West Ham,37,18,19,13,6,18,43,56,-13,45
12,15,Newcastle,38,19,19,11,9,18,38,50,-12,42
15,16,Southampton,38,19,19,9,12,17,41,59,-18,39
17,17,Cardiff,38,19,19,11,6,21,39,73,-34,39
16,18,Burnley,38,19,19,9,7,22,40,74,-34,34
18,19,Fulham,38,19,19,4,10,24,38,84,-46,22
19,20,Huddersfield,38,19,19,4,6,28,22,74,-52,18
