,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,7,2,85,20,65,88
1,2,Man City,36,18,18,26,6,4,92,28,64,84
2,3,Spurs,36,18,18,23,3,10,68,39,29,72
5,4,Chelsea,35,17,18,22,6,7,63,37,26,72
3,5,Arsenal,35,17,18,21,7,7,77,46,31,70
4,6,Man Utd,35,18,17,18,10,7,64,46,18,64
7,7,Watford,36,18,18,15,9,12,55,51,4,54
6,8,Wolves,36,18,18,14,9,13,43,45,-2,51
9,9,Leicester,35,18,17,14,6,15,45,44,1,48
8,10,West Ham,36,18,18,13,9,14,42,50,-8,48
10,11,Everton,36,18,18,12,10,14,52,53,-1,46
14,12,Brighton,36,18,18,12,8,16,43,49,-6,44
11,13,Bournemouth,36,18,18,13,5,18,47,66,-19,44
13,14,Crystal Palace,36,18,18,11,7,18,43,52,-9,40
12,15,Newcastle,36,18,18,10,9,17,35,47,-12,39
16,16,Burnley,36,18,18,10,8,18,45,67,-22,38
15,17,Southampton,36,18,18,8,11,17,40,59,-19,35
17,18,Cardiff,36,18,18,8,5,23,32,75,-43,29
18,19,Fulham,36,18,18,5,5,26,35,82,-47,20
19,20,Huddersfield,36,18,18,3,6,27,18,68,-50,15
