,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,29,4,4,88,25,63,91
0,2,Liverpool,37,19,18,25,10,2,76,23,53,85
3,3,Arsenal,37,18,19,22,7,8,75,46,29,73
2,4,Spurs,37,19,18,22,4,11,72,44,28,70
5,5,Chelsea,37,18,19,21,7,9,64,39,25,70
4,6,Man Utd,37,19,18,18,10,9,71,54,17,64
7,7,Watford,37,19,18,17,8,12,56,51,5,59
6,8,Wolves,36,18,18,15,9,12,44,42,2,54
10,9,Everton,37,18,19,14,8,15,57,52,5,50
9,10,Leicester,37,19,18,14,7,16,45,48,-3,49
8,11,West Ham,36,18,18,14,7,15,46,55,-9,49
12,12,Newcastle,37,18,19,12,10,15,39,44,-5,46
11,13,Bournemouth,37,18,19,13,6,18,52,66,-14,45
14,14,Brighton,37,19,18,11,8,18,40,54,-14,41
13,15,Crystal Palace,37,19,18,11,7,19,45,54,-9,40
15,16,Southampton,36,18,18,10,9,17,41,60,-19,39
17,17,Cardiff,37,18,19,10,6,21,32,64,-32,36
16,18,Burnley,37,19,18,8,6,23,37,74,-37,30
18,19,Fulham,36,18,18,4,8,24,33,77,-44,20
19,20,Huddersfield,37,18,19,4,7,26,23,64,-41,19
