,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,35,18,17,24,10,1,75,21,54,82
1,2,Man City,35,17,18,25,4,6,83,27,56,79
2,3,Spurs,35,18,17,24,1,10,68,36,32,73
3,4,Arsenal,35,17,18,20,6,9,67,45,22,66
5,5,Chelsea,35,17,18,19,8,8,57,39,18,65
4,6,Man Utd,35,18,17,19,8,8,65,47,18,65
7,7,Watford,35,18,17,15,7,13,48,47,1,52
6,8,Wolves,35,17,18,14,8,13,43,41,2,50
9,9,Leicester,35,18,17,15,5,15,44,46,-2,50
10,10,Everton,35,17,18,13,7,15,47,48,-1,46
8,11,West Ham,35,17,18,13,6,16,46,53,-7,45
12,12,Newcastle,35,17,18,11,9,15,37,43,-6,42
11,13,Bournemouth,35,17,18,12,6,17,48,60,-12,42
13,14,Crystal Palace,35,18,17,11,7,17,42,48,-6,40
14,15,Brighton,35,18,17,10,10,15,37,48,-11,40
15,16,Southampton,35,18,17,8,12,15,37,53,-16,36
16,17,Burnley,35,18,17,10,6,19,39,66,-27,36
17,18,Cardiff,35,17,18,9,6,20,31,62,-31,33
18,19,Fulham,35,18,17,7,5,23,36,73,-37,26
19,20,Huddersfield,35,17,18,3,5,27,18,65,-47,14
