,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,24,9,1,74,20,54,81
1,2,Man City,34,16,18,25,3,6,82,26,56,78
2,3,Spurs,35,18,17,24,1,10,68,36,32,73
3,4,Arsenal,35,17,18,20,6,9,67,45,22,66
4,5,Man Utd,33,17,16,19,7,7,63,44,19,64
5,6,Chelsea,34,17,17,18,8,8,54,38,16,62
7,7,Watford,35,18,17,15,7,13,48,47,1,52
6,8,Wolves,35,17,18,14,8,13,43,41,2,50
9,9,Leicester,35,18,17,15,5,15,44,46,-2,50
8,10,West Ham,35,17,18,13,6,16,46,53,-7,45
10,11,Everton,34,17,17,12,7,15,45,47,-2,43
11,12,Bournemouth,35,17,18,12,6,17,48,60,-12,42
12,13,Newcastle,34,17,17,11,8,15,36,42,-6,41
13,14,Crystal Palace,35,18,17,11,7,17,42,48,-6,40
14,15,Brighton,35,18,17,10,10,15,37,48,-11,40
16,16,Burnley,34,17,17,10,6,18,38,63,-25,36
15,17,Southampton,34,17,17,8,11,15,36,52,-16,35
17,18,Cardiff,34,17,17,9,5,20,30,61,-31,32
18,19,Fulham,35,18,17,7,5,23,36,73,-37,26
19,20,Huddersfield,35,17,18,3,5,27,18,65,-47,14
