,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,81,21,60,80
0,2,Liverpool,33,17,16,24,8,1,72,18,54,80
2,3,Spurs,32,17,15,21,2,9,59,32,27,65
4,4,Man Utd,32,17,15,18,8,6,62,43,19,64
3,5,Arsenal,32,15,17,18,7,7,65,42,23,62
6,6,Wolves,33,16,17,12,10,11,43,42,1,59
5,7,Chelsea,32,16,16,17,6,9,53,38,15,58
7,8,Watford,32,17,15,13,8,11,46,47,-1,48
9,9,Leicester,32,16,16,13,5,14,41,43,-2,45
10,10,Everton,32,16,16,12,7,13,45,43,2,44
8,11,West Ham,32,15,17,12,6,14,42,48,-6,43
11,12,Bournemouth,33,16,17,12,5,16,46,58,-12,43
12,13,Newcastle,32,16,16,10,8,14,32,40,-8,41
14,14,Brighton,32,16,16,11,7,14,35,43,-8,40
13,15,Crystal Palace,32,16,16,9,6,17,36,45,-9,35
15,16,Southampton,33,17,16,7,9,17,36,56,-20,33
17,17,Cardiff,33,16,17,9,5,19,31,61,-30,32
16,18,Burnley,33,17,16,8,7,18,38,64,-26,31
19,19,Huddersfield,32,16,16,4,5,23,20,57,-37,17
18,20,Fulham,32,16,16,4,5,23,29,71,-42,17
