,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,33,16,17,26,2,5,81,22,59,80
0,2,Liverpool,34,17,17,24,8,2,75,22,53,80
2,3,Spurs,34,17,17,22,2,10,63,35,28,68
4,4,Man Utd,33,17,16,19,8,6,69,44,25,67
3,5,Arsenal,34,17,17,19,8,7,69,45,24,66
5,6,Chelsea,34,17,17,18,7,9,59,43,16,62
6,7,Wolves,34,17,17,12,11,11,44,43,1,60
9,8,Leicester,34,17,17,14,6,14,43,44,-1,49
7,9,Watford,34,17,17,13,8,13,47,51,-4,48
14,10,Brighton,34,17,17,13,7,14,41,45,-4,46
10,11,Everton,34,17,17,12,8,14,47,46,1,45
8,12,West Ham,34,17,17,12,7,15,45,57,-12,44
11,13,Bournemouth,34,17,17,12,5,17,47,61,-14,43
13,14,Crystal Palace,34,17,17,11,6,17,40,45,-5,41
12,15,Newcastle,34,17,17,10,8,16,32,44,-12,41
15,16,Southampton,34,17,17,7,10,17,37,57,-20,34
16,17,Burnley,34,17,17,9,7,18,40,65,-25,34
17,18,Cardiff,34,17,17,9,5,20,32,63,-31,32
18,19,Fulham,34,17,17,6,5,23,32,71,-39,23
19,20,Huddersfield,34,17,17,4,6,24,21,61,-40,18
