,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,31,16,15,23,7,1,70,18,52,76
1,2,Man City,31,15,16,24,2,5,79,23,56,74
2,3,Spurs,30,16,14,20,1,9,57,32,25,61
3,4,Arsenal,31,15,16,18,6,7,63,40,23,60
4,5,Man Utd,31,16,15,17,8,6,59,41,18,59
5,6,Chelsea,31,15,16,17,7,7,52,35,17,58
6,7,Wolves,32,16,16,13,8,11,40,39,1,47
9,8,Leicester,32,16,16,13,5,14,42,44,-2,44
7,9,Watford,32,17,15,12,8,12,44,48,-4,44
8,10,West Ham,32,15,17,12,7,13,42,47,-5,43
10,11,Everton,32,16,16,11,8,13,44,43,1,41
14,12,Brighton,32,16,16,11,7,14,37,45,-8,40
11,13,Bournemouth,32,16,16,11,5,16,44,58,-14,38
12,14,Newcastle,31,15,16,9,8,14,31,40,-9,35
13,15,Crystal Palace,31,15,16,9,7,15,36,41,-5,34
15,16,Southampton,32,17,15,8,9,15,38,53,-15,33
16,17,Burnley,32,16,16,9,6,17,38,60,-22,33
17,18,Cardiff,31,15,16,8,4,19,27,58,-31,28
18,19,Fulham,32,16,16,5,5,22,31,70,-39,20
19,20,Huddersfield,32,16,16,3,6,23,18,57,-39,15
