,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,25,2,5,84,25,59,77
0,2,Liverpool,33,17,16,23,7,3,72,22,50,76
2,3,Spurs,33,17,16,22,1,10,63,36,27,67
3,4,Arsenal,33,16,17,20,6,7,68,46,22,66
5,5,Chelsea,33,16,17,19,6,8,56,37,19,63
4,6,Man Utd,32,17,15,18,8,6,65,44,21,62
7,7,Watford,33,17,16,13,9,11,48,48,0,48
6,8,Wolves,33,16,17,13,8,12,46,44,2,47
10,9,Everton,33,16,17,12,7,14,46,44,2,43
9,10,Leicester,33,17,16,12,6,15,41,45,-4,42
8,11,West Ham,33,16,17,12,6,15,42,51,-9,42
12,12,Newcastle,33,16,17,11,8,14,39,41,-2,41
11,13,Bournemouth,33,16,17,11,6,16,48,63,-15,39
14,14,Brighton,33,17,16,10,8,15,38,48,-10,38
13,15,Crystal Palace,33,17,16,10,6,17,39,49,-10,36
15,16,Southampton,33,17,16,8,11,14,41,56,-15,35
16,17,Burnley,33,17,16,9,6,18,41,67,-26,33
17,18,Cardiff,33,16,17,9,5,19,32,63,-31,32
18,19,Fulham,33,17,16,5,5,23,32,73,-41,20
19,20,Huddersfield,33,16,17,4,5,24,19,58,-39,17
