,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,3,5,94,29,65,87
0,2,Liverpool,36,18,18,25,10,1,77,23,54,85
2,3,Spurs,36,18,18,23,2,11,69,41,28,71
3,4,Arsenal,35,17,18,20,8,7,71,44,27,68
4,5,Man Utd,35,18,17,20,8,7,65,45,20,68
5,6,Chelsea,35,17,18,20,7,8,60,39,21,67
6,7,Wolves,36,18,18,15,10,11,50,45,5,55
7,8,Watford,36,18,18,14,7,15,52,52,0,49
8,9,West Ham,36,18,18,14,7,15,47,53,-6,49
9,10,Leicester,35,18,17,13,6,16,45,49,-4,45
12,11,Newcastle,36,18,18,11,11,14,39,43,-4,44
14,12,Brighton,36,18,18,12,8,16,46,52,-6,44
10,13,Everton,36,18,18,11,10,15,49,53,-4,43
11,14,Bournemouth,36,18,18,12,7,17,48,64,-16,43
13,15,Crystal Palace,36,18,18,10,11,15,44,47,-3,41
15,16,Southampton,36,18,18,9,9,18,44,64,-20,36
16,17,Burnley,36,18,18,9,7,20,42,68,-26,34
17,18,Cardiff,36,18,18,8,6,22,32,73,-41,30
19,19,Huddersfield,36,18,18,4,8,24,21,61,-40,20
18,20,Fulham,36,18,18,4,7,25,35,85,-50,19
