,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,33,16,17,27,2,4,83,22,61,83
0,2,Liverpool,34,17,17,25,8,1,76,19,57,83
4,3,Man Utd,33,17,16,20,7,6,64,41,23,69
2,4,Spurs,34,17,17,22,2,10,63,40,23,68
3,5,Arsenal,34,17,17,20,6,8,70,46,24,67
5,6,Chelsea,34,17,17,20,6,8,58,37,21,67
6,7,Wolves,34,17,17,14,8,12,48,44,4,63
7,8,Watford,34,17,17,14,8,12,53,50,3,51
8,9,West Ham,34,17,17,13,6,15,44,52,-8,46
10,10,Everton,34,17,17,12,7,15,45,45,0,44
9,11,Leicester,34,17,17,12,7,15,43,48,-5,44
12,12,Newcastle,34,17,17,11,8,15,34,41,-7,44
11,13,Bournemouth,34,17,17,12,6,16,48,59,-11,44
14,14,Brighton,34,17,17,11,7,16,38,48,-10,40
13,15,Crystal Palace,34,17,17,10,6,18,39,46,-7,38
15,16,Southampton,34,17,17,8,11,15,40,58,-18,38
16,17,Burnley,34,17,17,9,7,18,38,64,-26,34
17,18,Cardiff,34,17,17,8,5,21,30,64,-34,29
18,19,Fulham,34,17,17,4,5,25,29,78,-49,17
19,20,Huddersfield,34,17,17,3,6,25,20,61,-41,15
