,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,24,10,2,77,24,53,82
1,2,Man City,35,17,18,26,2,7,88,30,58,80
3,3,Arsenal,35,17,18,23,6,6,72,40,32,75
2,4,Spurs,36,18,18,24,2,10,65,37,28,74
4,5,Man Utd,35,18,17,20,8,7,68,49,19,68
5,6,Chelsea,35,17,18,18,9,8,54,36,18,63
7,7,Watford,35,18,17,14,7,14,46,50,-4,49
9,8,Leicester,35,18,17,14,6,15,44,47,-3,48
8,9,West Ham,36,18,18,14,6,16,45,50,-5,48
11,10,Bournemouth,35,17,18,14,5,16,53,60,-7,47
10,11,Everton,35,17,18,13,7,15,46,45,1,46
6,12,Wolves,35,17,18,12,9,14,43,46,-3,45
14,13,Brighton,35,18,17,12,8,15,41,45,-4,44
12,14,Newcastle,35,17,18,10,10,15,33,43,-10,40
15,15,Southampton,35,18,17,9,11,15,41,57,-16,38
13,16,Crystal Palace,35,18,17,10,7,18,39,46,-7,37
16,17,Burnley,35,18,17,9,6,20,37,65,-28,33
17,18,Cardiff,35,17,18,9,6,20,31,66,-35,33
18,19,Fulham,35,18,17,5,5,25,32,77,-45,20
19,20,Huddersfield,36,18,18,4,6,26,22,64,-42,18
