,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,8,1,79,21,58,83
1,2,Man City,34,16,18,26,4,4,89,28,61,82
2,3,Spurs,35,18,17,22,2,11,65,39,26,68
3,4,Arsenal,35,17,18,20,6,9,72,50,22,67
5,5,Chelsea,34,17,17,19,7,8,55,39,16,65
6,6,Wolves,34,17,17,14,8,12,43,42,1,63
4,7,Man Utd,33,17,16,17,7,9,61,46,15,60
7,8,Watford,34,17,17,15,7,12,49,47,2,53
10,9,Everton,34,17,17,13,8,13,49,44,5,48
8,10,West Ham,34,17,17,13,7,14,44,50,-6,47
9,11,Leicester,34,17,17,13,6,15,46,46,0,46
13,12,Crystal Palace,35,18,17,11,8,16,44,47,-3,43
11,13,Bournemouth,35,17,18,11,6,18,46,65,-19,41
14,14,Brighton,34,17,17,11,7,16,41,49,-8,40
12,15,Newcastle,34,17,17,9,9,16,35,47,-12,39
15,16,Southampton,34,17,17,8,10,16,37,58,-21,37
16,17,Burnley,34,17,17,9,6,19,38,65,-27,33
17,18,Cardiff,34,17,17,9,6,19,33,62,-29,33
18,19,Fulham,35,18,17,5,7,23,34,77,-43,22
19,20,Huddersfield,34,17,17,5,5,24,22,60,-38,20
