,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,28,2,5,92,26,66,86
0,2,Liverpool,36,18,18,26,8,2,81,23,58,86
3,3,Arsenal,35,17,18,21,6,8,72,43,29,69
2,4,Spurs,36,18,18,22,3,11,68,42,26,69
4,5,Man Utd,35,18,17,19,8,8,66,48,18,65
5,6,Chelsea,35,17,18,19,8,8,57,39,18,65
6,7,Wolves,35,17,18,16,9,10,47,41,6,57
9,8,Leicester,35,18,17,14,6,15,47,48,-1,48
7,9,Watford,35,18,17,13,9,13,52,56,-4,48
10,10,Everton,35,17,18,13,8,14,48,47,1,47
8,11,West Ham,36,18,18,13,8,15,49,55,-6,47
13,12,Crystal Palace,35,18,17,12,6,17,41,49,-8,42
11,13,Bournemouth,35,17,18,12,6,17,44,59,-15,42
14,14,Brighton,35,18,17,11,6,18,38,54,-16,39
15,15,Southampton,35,18,17,8,13,14,41,56,-15,37
12,16,Newcastle,35,17,18,9,9,17,32,45,-13,36
16,17,Burnley,35,18,17,9,7,19,39,63,-24,34
17,18,Cardiff,35,17,18,9,4,22,31,65,-34,31
18,19,Fulham,35,18,17,6,5,24,33,75,-42,23
19,20,Huddersfield,36,18,18,3,7,26,23,67,-44,16
