,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,8,1,79,21,58,83
1,2,Man City,33,16,17,26,3,4,87,23,64,81
2,3,Spurs,34,17,17,22,2,10,65,41,24,68
5,4,Chelsea,34,17,17,20,6,8,56,36,20,66
3,5,Arsenal,33,16,17,19,8,6,66,40,26,65
4,6,Man Utd,33,17,16,18,8,7,61,44,17,62
7,7,Watford,33,17,16,14,8,11,46,45,1,50
6,8,Wolves,34,17,17,13,10,11,44,41,3,49
9,9,Leicester,34,17,17,14,6,14,46,46,0,48
10,10,Everton,34,17,17,12,8,14,46,45,1,44
8,11,West Ham,34,17,17,12,6,16,41,50,-9,42
14,12,Brighton,34,17,17,12,6,16,40,49,-9,42
11,13,Bournemouth,34,17,17,11,6,17,46,61,-15,39
13,14,Crystal Palace,34,17,17,10,8,16,40,47,-7,38
12,15,Newcastle,34,17,17,9,11,14,33,42,-9,38
15,16,Southampton,34,17,17,8,11,15,38,53,-15,35
16,17,Burnley,34,17,17,8,8,18,38,65,-27,32
17,18,Cardiff,34,17,17,8,6,20,32,66,-34,30
18,19,Fulham,34,17,17,4,6,24,30,75,-45,18
19,20,Huddersfield,34,17,17,3,5,26,19,63,-44,14
