,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,76,20,56,80
1,2,Man City,32,15,17,25,3,4,84,23,61,78
2,3,Spurs,34,17,17,22,2,10,65,41,24,68
5,4,Chelsea,33,16,17,20,6,7,55,33,22,66
3,5,Arsenal,33,16,17,19,8,6,66,40,26,65
4,6,Man Utd,32,17,15,17,8,7,60,44,16,59
7,7,Watford,33,17,16,14,8,11,46,45,1,50
6,8,Wolves,33,16,17,13,10,10,44,39,5,49
9,9,Leicester,34,17,17,14,6,14,46,46,0,48
10,10,Everton,34,17,17,12,8,14,46,45,1,44
8,11,West Ham,33,16,17,12,6,15,41,49,-8,42
14,12,Brighton,34,17,17,12,6,16,40,49,-9,42
11,13,Bournemouth,34,17,17,11,6,17,46,61,-15,39
13,14,Crystal Palace,33,17,16,10,8,15,40,44,-4,38
12,15,Newcastle,34,17,17,9,11,14,33,42,-9,38
15,16,Southampton,33,17,16,7,11,15,36,53,-17,32
16,17,Burnley,34,17,17,8,8,18,38,65,-27,32
17,18,Cardiff,34,17,17,8,6,20,32,66,-34,30
18,19,Fulham,34,17,17,4,6,24,30,75,-45,18
19,20,Huddersfield,34,17,17,3,5,26,19,63,-44,14
