,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,84,22,62,77
0,2,Liverpool,31,16,15,23,7,1,70,18,52,76
3,3,Arsenal,31,15,16,19,6,6,65,40,25,64
2,4,Spurs,30,16,14,20,1,9,57,32,25,61
5,5,Chelsea,31,15,16,18,6,7,51,33,18,61
4,6,Man Utd,30,16,14,17,7,6,58,40,18,60
6,7,Wolves,31,15,16,12,8,11,39,38,1,57
7,8,Watford,31,16,15,13,7,11,44,44,0,47
8,9,West Ham,31,15,16,12,6,13,41,46,-5,43
9,10,Leicester,31,16,15,12,5,14,40,43,-3,42
10,11,Everton,31,15,16,11,7,13,43,42,1,41
11,12,Bournemouth,31,15,16,11,5,15,43,56,-13,40
12,13,Newcastle,31,15,16,9,8,14,31,40,-9,38
14,14,Brighton,31,16,15,10,6,15,35,44,-9,36
13,15,Crystal Palace,30,15,15,9,6,15,36,41,-5,35
15,16,Southampton,31,16,15,7,9,15,34,52,-18,33
16,17,Burnley,31,16,15,8,6,17,35,59,-24,30
17,18,Cardiff,31,15,16,8,4,19,28,60,-32,28
18,19,Fulham,32,16,16,4,5,23,30,75,-45,17
19,20,Huddersfield,31,15,16,3,5,23,18,57,-39,14
