,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,26,2,6,87,28,59,80
0,2,Liverpool,34,17,17,23,9,2,74,23,51,78
3,3,Arsenal,35,17,18,23,6,6,72,40,32,75
2,4,Spurs,35,18,17,23,2,10,64,37,27,71
4,5,Man Utd,33,17,16,18,8,7,64,47,17,62
5,6,Chelsea,34,17,17,17,9,8,52,36,16,60
7,7,Watford,35,18,17,14,7,14,46,50,-4,49
9,8,Leicester,35,18,17,14,6,15,44,47,-3,48
8,9,West Ham,35,17,18,14,6,15,45,49,-4,48
11,10,Bournemouth,35,17,18,14,5,16,53,60,-7,47
10,11,Everton,34,17,17,13,7,14,45,43,2,46
6,12,Wolves,34,17,17,12,9,13,43,45,-2,45
14,13,Brighton,34,17,17,11,8,15,40,45,-5,41
12,14,Newcastle,34,17,17,10,9,15,32,42,-10,39
13,15,Crystal Palace,35,18,17,10,7,18,39,46,-7,37
15,16,Southampton,34,17,17,9,10,15,40,56,-16,37
16,17,Burnley,34,17,17,9,6,19,37,63,-26,33
17,18,Cardiff,34,17,17,9,5,20,31,66,-35,32
18,19,Fulham,35,18,17,5,5,25,32,77,-45,20
19,20,Huddersfield,35,17,18,4,6,25,21,61,-40,18
