,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,84,22,62,80
0,2,Liverpool,33,17,16,24,8,1,73,19,54,80
3,3,Arsenal,32,15,17,19,6,7,67,45,22,64
4,4,Man Utd,32,17,15,18,8,6,64,45,19,64
2,5,Spurs,32,17,15,20,2,10,58,35,23,62
5,6,Chelsea,32,16,16,18,7,7,54,35,19,62
6,7,Wolves,33,16,17,13,9,11,47,42,5,61
9,8,Leicester,33,17,16,14,5,14,44,44,0,48
8,9,West Ham,32,15,17,13,6,13,43,46,-3,46
7,10,Watford,32,17,15,12,7,13,44,49,-5,44
10,11,Everton,32,16,16,11,7,14,43,44,-1,41
13,12,Crystal Palace,33,17,16,10,8,15,45,43,2,40
11,13,Bournemouth,33,16,17,11,5,17,44,59,-15,40
15,14,Southampton,33,17,16,8,11,14,38,52,-14,38
12,15,Newcastle,33,16,17,9,8,16,33,51,-18,38
16,16,Burnley,33,17,16,10,6,17,38,60,-22,36
14,17,Brighton,32,16,16,9,8,15,33,45,-12,35
17,18,Cardiff,33,16,17,8,6,19,29,62,-33,30
18,19,Fulham,32,16,16,4,5,23,30,72,-42,17
19,20,Huddersfield,33,16,17,3,6,24,20,61,-41,15
