,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,23,7,2,70,19,51,76
1,2,Man City,31,15,16,24,2,5,80,23,57,74
2,3,Spurs,31,17,14,21,1,9,58,32,26,64
3,4,Arsenal,32,15,17,19,7,6,65,40,25,64
5,5,Chelsea,32,16,16,17,8,7,53,36,17,59
4,6,Man Utd,31,16,15,17,7,7,58,43,15,58
7,7,Watford,32,17,15,13,7,12,45,47,-2,46
6,8,Wolves,32,16,16,12,9,11,38,37,1,45
8,9,West Ham,32,15,17,13,6,13,43,46,-3,45
9,10,Leicester,32,16,16,13,5,14,42,44,-2,44
10,11,Everton,32,16,16,11,7,14,43,44,-1,40
11,12,Bournemouth,32,16,16,11,5,16,44,58,-14,38
14,13,Brighton,32,16,16,10,7,15,37,45,-8,37
12,14,Newcastle,32,16,16,9,9,14,32,41,-9,36
15,15,Southampton,32,17,15,9,9,14,39,51,-12,36
13,16,Crystal Palace,31,15,16,9,6,16,36,46,-10,33
16,17,Burnley,32,16,16,8,7,17,35,59,-24,31
17,18,Cardiff,32,15,17,8,5,19,29,62,-33,29
18,19,Fulham,32,16,16,5,5,22,31,71,-40,20
19,20,Huddersfield,32,16,16,4,5,23,23,57,-34,17
