,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,85,22,63,89
1,2,Man City,35,17,18,26,4,5,86,28,58,82
2,3,Spurs,36,18,18,23,3,10,67,39,28,72
5,4,Chelsea,35,17,18,21,6,8,59,40,19,69
3,5,Arsenal,35,17,18,19,7,9,67,46,21,64
4,6,Man Utd,35,18,17,18,8,9,61,44,17,62
6,7,Wolves,35,17,18,15,9,11,44,40,4,54
7,8,Watford,35,18,17,15,8,12,53,52,1,53
8,9,West Ham,36,18,18,15,6,15,44,48,-4,51
10,10,Everton,36,18,18,14,8,14,55,44,11,50
9,11,Leicester,35,18,17,15,5,15,47,45,2,50
14,12,Brighton,35,18,17,12,8,15,38,46,-8,44
12,13,Newcastle,35,17,18,11,8,16,39,49,-10,41
11,14,Bournemouth,36,18,18,11,6,19,48,72,-24,39
13,15,Crystal Palace,36,18,18,10,8,18,43,52,-9,38
15,16,Southampton,36,18,18,8,11,17,46,65,-19,35
16,17,Burnley,35,18,17,9,7,19,44,68,-24,34
17,18,Cardiff,36,18,18,8,6,22,31,66,-35,30
18,19,Fulham,36,18,18,5,7,24,32,79,-47,22
19,20,Huddersfield,36,18,18,3,7,26,20,64,-44,16
