,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,83,21,62,89
1,2,Man City,35,17,18,27,3,5,91,26,65,84
2,3,Spurs,36,18,18,23,3,10,64,38,26,72
3,4,Arsenal,35,17,18,20,7,8,69,42,27,67
5,5,Chelsea,35,17,18,20,7,8,59,39,20,67
4,6,Man Utd,35,18,17,19,7,9,65,48,17,64
10,7,Everton,36,18,18,15,7,14,52,46,6,52
7,8,Watford,35,18,17,14,7,14,46,52,-6,49
6,9,Wolves,35,17,18,12,11,12,43,43,0,47
9,10,Leicester,35,18,17,13,7,15,46,48,-2,46
8,11,West Ham,36,18,18,13,6,17,47,57,-10,45
11,12,Bournemouth,35,17,18,13,6,16,52,64,-12,45
13,13,Crystal Palace,36,18,18,10,9,17,40,46,-6,39
14,14,Brighton,35,18,17,10,9,16,37,49,-12,39
15,15,Southampton,35,18,17,9,11,15,42,54,-12,38
16,16,Burnley,35,18,17,10,8,17,42,63,-21,38
12,17,Newcastle,35,17,18,9,10,16,34,52,-18,37
17,18,Cardiff,36,18,18,9,5,22,33,70,-37,32
18,19,Fulham,36,18,18,6,5,25,37,80,-43,23
19,20,Huddersfield,36,18,18,4,6,26,22,66,-44,18
