,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,26,2,6,84,25,59,80
0,2,Liverpool,34,17,17,23,8,3,72,24,48,77
2,3,Spurs,35,18,17,24,1,10,67,36,31,73
3,4,Arsenal,35,17,18,19,10,6,69,43,26,67
4,5,Man Utd,34,18,16,19,7,8,64,45,19,64
5,6,Chelsea,34,17,17,18,8,8,58,40,18,62
7,7,Watford,35,18,17,15,8,12,53,48,5,53
6,8,Wolves,35,17,18,14,10,11,45,42,3,52
9,9,Leicester,35,18,17,14,7,14,46,45,1,49
8,10,West Ham,35,17,18,13,7,15,45,50,-5,46
10,11,Everton,35,17,18,12,8,15,46,49,-3,44
14,12,Brighton,35,18,17,12,7,16,39,50,-11,43
11,13,Bournemouth,35,17,18,11,7,17,48,64,-16,40
12,14,Newcastle,35,17,18,10,9,16,33,45,-12,39
15,15,Southampton,35,18,17,9,9,17,40,60,-20,36
13,16,Crystal Palace,35,18,17,9,7,19,38,49,-11,34
17,17,Cardiff,34,17,17,9,7,18,32,61,-29,34
16,18,Burnley,34,17,17,8,9,17,38,62,-24,33
18,19,Fulham,35,18,17,8,5,22,38,71,-33,29
19,20,Huddersfield,35,17,18,3,6,26,18,64,-46,15
