,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,27,3,5,91,23,68,84
0,2,Liverpool,36,18,18,25,8,3,80,32,48,83
2,3,Spurs,36,18,18,23,2,11,71,40,31,71
4,4,Man Utd,35,18,17,20,9,6,66,40,26,69
3,5,Arsenal,35,17,18,20,7,8,72,51,21,67
5,6,Chelsea,35,17,18,18,8,9,57,42,15,62
7,7,Watford,35,18,17,15,9,11,55,47,8,54
6,8,Wolves,35,17,18,14,8,13,44,45,-1,50
10,9,Everton,36,18,18,14,7,15,54,51,3,49
9,10,Leicester,35,18,17,14,6,15,47,47,0,48
8,11,West Ham,36,18,18,13,8,15,46,53,-7,47
11,12,Bournemouth,35,17,18,12,6,17,50,65,-15,42
12,13,Newcastle,35,17,18,10,10,15,35,47,-12,40
14,14,Brighton,35,18,17,10,8,17,36,51,-15,38
17,15,Cardiff,35,17,18,11,5,19,36,61,-25,38
15,16,Southampton,35,18,17,9,10,16,41,57,-16,37
13,17,Crystal Palace,36,18,18,10,6,20,42,56,-14,36
16,18,Burnley,35,18,17,9,7,19,42,66,-24,34
18,19,Fulham,35,18,17,5,6,24,33,79,-46,21
19,20,Huddersfield,36,18,18,4,7,25,22,67,-45,19
