,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,30,7,1,85,20,65,97
1,2,Man City,38,19,19,29,2,7,94,30,64,89
2,3,Spurs,38,19,19,26,2,10,73,40,33,80
3,4,Arsenal,38,19,19,22,7,9,78,49,29,73
4,5,Man Utd,38,19,19,20,10,8,73,48,25,70
5,6,Chelsea,38,19,19,20,9,9,58,41,17,69
7,7,Watford,38,19,19,18,8,12,61,54,7,62
6,8,Wolves,38,19,19,14,11,13,49,47,2,53
10,9,Everton,38,19,19,15,8,15,55,54,1,53
8,10,West Ham,38,19,19,14,7,17,49,59,-10,49
11,11,Bournemouth,38,19,19,14,7,17,51,62,-11,49
9,12,Leicester,38,19,19,13,9,16,46,49,-3,48
13,13,Crystal Palace,38,19,19,12,7,19,44,51,-7,43
14,14,Brighton,38,19,19,12,7,19,39,51,-12,43
16,15,Burnley,38,19,19,12,6,20,44,68,-24,42
12,16,Newcastle,38,19,19,9,10,19,32,53,-21,37
15,17,Southampton,38,19,19,8,11,19,42,60,-18,35
17,18,Cardiff,38,19,19,8,6,24,31,77,-46,30
18,19,Fulham,38,19,19,6,6,26,36,83,-47,24
19,20,Huddersfield,38,19,19,5,6,27,24,68,-44,21
