,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,25,8,3,78,25,53,83
1,2,Man City,35,17,18,25,3,7,85,28,57,78
4,3,Man Utd,35,18,17,21,7,7,70,43,27,70
2,4,Spurs,36,18,18,22,3,11,65,39,26,69
5,5,Chelsea,35,17,18,20,8,7,60,36,24,68
3,6,Arsenal,35,17,18,19,7,9,70,47,23,64
6,7,Wolves,35,17,18,15,10,10,45,39,6,55
8,8,West Ham,36,18,18,15,6,15,46,52,-6,51
9,9,Leicester,35,18,17,14,6,15,47,46,1,48
10,10,Everton,36,18,18,13,8,15,48,51,-3,47
13,11,Crystal Palace,36,18,18,13,7,16,48,48,0,46
7,12,Watford,35,18,17,12,9,14,47,53,-6,45
14,13,Brighton,35,18,17,11,8,16,38,49,-11,41
11,14,Bournemouth,35,17,18,12,5,18,48,65,-17,41
12,15,Newcastle,35,17,18,10,8,17,32,48,-16,38
17,16,Cardiff,36,18,18,10,7,19,33,63,-30,37
16,17,Burnley,35,18,17,10,6,19,40,63,-23,36
15,18,Southampton,35,18,17,7,11,17,34,55,-21,32
18,19,Fulham,36,18,18,6,6,24,38,80,-42,24
19,20,Huddersfield,36,18,18,4,7,25,23,65,-42,19
