,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,7,2,72,19,53,82
1,2,Man City,34,16,18,24,4,6,82,26,56,76
2,3,Spurs,35,18,17,24,1,10,65,37,28,73
4,4,Man Utd,34,18,16,20,7,7,67,44,23,67
3,5,Arsenal,35,17,18,19,8,8,74,50,24,65
5,6,Chelsea,34,17,17,18,7,9,53,37,16,61
6,7,Wolves,35,17,18,14,9,12,48,46,2,51
10,8,Everton,35,17,18,14,7,14,52,47,5,49
9,9,Leicester,35,18,17,14,7,14,46,47,-1,49
7,10,Watford,35,18,17,13,8,14,48,56,-8,47
14,11,Brighton,35,18,17,13,7,15,41,46,-5,46
8,12,West Ham,35,17,18,13,6,16,44,54,-10,45
11,13,Bournemouth,35,17,18,13,6,16,51,62,-11,45
13,14,Crystal Palace,35,18,17,11,7,17,43,49,-6,40
12,15,Newcastle,35,17,18,10,8,17,37,48,-11,38
15,16,Southampton,35,18,17,9,9,17,39,57,-18,36
16,17,Burnley,34,17,17,10,6,18,42,64,-22,36
17,18,Cardiff,34,17,17,10,4,20,31,61,-30,34
18,19,Fulham,35,18,17,5,6,24,32,75,-43,21
19,20,Huddersfield,35,17,18,3,6,26,23,65,-42,15
