,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,8,2,80,24,56,86
1,2,Man City,35,17,18,26,4,5,86,24,62,82
2,3,Spurs,36,18,18,22,3,11,62,37,25,69
4,4,Man Utd,35,18,17,20,7,8,73,50,23,67
3,5,Arsenal,35,17,18,19,9,7,66,42,24,66
5,6,Chelsea,35,17,18,20,6,9,58,38,20,66
9,7,Leicester,35,18,17,16,5,14,46,44,2,53
6,8,Wolves,35,17,18,14,9,12,46,47,-1,51
10,9,Everton,36,18,18,14,8,14,52,46,6,50
7,10,Watford,35,18,17,13,9,13,46,52,-6,48
8,11,West Ham,36,18,18,14,6,16,44,50,-6,48
14,12,Brighton,35,18,17,13,7,15,41,47,-6,46
11,13,Bournemouth,35,17,18,13,5,17,49,62,-13,44
13,14,Crystal Palace,36,18,18,10,11,15,41,44,-3,41
12,15,Newcastle,35,17,18,9,10,16,35,47,-12,37
15,16,Southampton,35,18,17,8,10,17,39,57,-18,34
16,17,Burnley,35,18,17,9,7,19,41,66,-25,34
17,18,Cardiff,36,18,18,8,6,22,32,72,-40,30
18,19,Fulham,36,18,18,4,8,24,32,77,-45,20
19,20,Huddersfield,36,18,18,4,6,26,20,63,-43,18
