,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,3,4,89,23,66,84
0,2,Liverpool,34,17,17,24,7,3,73,23,50,79
2,3,Spurs,35,18,17,23,3,9,66,35,31,72
3,4,Arsenal,35,17,18,20,7,8,69,43,26,68
4,5,Man Utd,33,17,16,18,8,7,62,44,18,64
6,6,Wolves,34,17,17,14,9,11,44,40,4,64
5,7,Chelsea,34,17,17,18,6,10,54,40,14,61
7,8,Watford,34,17,17,13,10,11,49,47,2,50
9,9,Leicester,34,17,17,14,6,14,48,45,3,49
8,10,West Ham,34,17,17,14,6,14,45,49,-4,49
10,11,Everton,34,17,17,12,8,14,48,46,2,45
11,12,Bournemouth,34,17,17,12,5,17,45,61,-16,43
15,13,Southampton,34,17,17,9,10,15,39,54,-15,40
12,14,Newcastle,34,17,17,9,9,16,33,50,-17,39
16,15,Burnley,34,17,17,11,6,17,42,61,-19,39
13,16,Crystal Palace,35,18,17,9,7,19,39,50,-11,36
14,17,Brighton,34,17,17,9,7,18,36,52,-16,34
17,18,Cardiff,34,17,17,10,4,20,33,66,-33,34
18,19,Fulham,34,17,17,4,7,23,32,78,-46,19
19,20,Huddersfield,34,17,17,4,6,24,21,60,-39,18
