,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,87,22,65,80
0,2,Liverpool,33,17,16,23,7,3,70,22,48,76
2,3,Spurs,34,17,17,23,2,9,65,34,31,71
3,4,Arsenal,33,16,17,19,6,8,68,43,25,64
6,5,Wolves,33,16,17,14,8,11,44,40,4,63
4,6,Man Utd,32,17,15,17,8,7,61,44,17,61
5,7,Chelsea,33,16,17,18,6,9,53,37,16,61
9,8,Leicester,34,17,17,14,6,14,48,45,3,49
7,9,Watford,33,17,16,13,9,11,49,47,2,49
8,10,West Ham,33,16,17,14,6,13,45,48,-3,49
10,11,Everton,33,16,17,12,7,14,47,45,2,44
11,12,Bournemouth,34,17,17,12,5,17,45,61,-16,43
15,13,Southampton,33,17,16,9,9,15,39,54,-15,39
12,14,Newcastle,34,17,17,9,9,16,33,50,-17,39
16,15,Burnley,34,17,17,11,6,17,42,61,-19,39
13,16,Crystal Palace,33,17,16,9,7,17,39,48,-9,36
14,17,Brighton,34,17,17,9,7,18,36,52,-16,34
17,18,Cardiff,34,17,17,10,4,20,33,66,-33,34
19,19,Huddersfield,34,17,17,4,6,24,21,60,-39,18
18,20,Fulham,33,17,16,4,6,23,31,77,-46,18
