,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,29,4,5,98,30,68,91
0,2,Liverpool,37,19,18,27,9,1,85,21,64,90
3,3,Arsenal,38,19,19,21,10,7,76,46,30,73
2,4,Spurs,37,19,18,23,2,12,69,45,24,71
5,5,Chelsea,37,18,19,21,8,8,61,38,23,71
4,6,Man Utd,37,19,18,19,10,8,69,52,17,67
7,7,Watford,37,19,18,16,9,12,51,51,0,57
9,8,Leicester,37,19,18,16,6,15,52,53,-1,54
6,9,Wolves,37,18,19,14,11,12,50,45,5,53
8,10,West Ham,37,18,19,14,6,17,46,52,-6,48
14,11,Brighton,38,19,19,14,6,18,45,56,-11,48
10,12,Everton,37,18,19,13,8,16,53,53,0,47
13,13,Crystal Palace,38,19,19,12,10,16,44,49,-5,46
11,14,Bournemouth,38,19,19,12,7,19,51,66,-15,43
12,15,Newcastle,38,19,19,9,13,16,35,47,-12,40
15,16,Southampton,37,19,18,9,12,16,41,58,-17,39
16,17,Burnley,38,19,19,9,9,20,43,73,-30,36
17,18,Cardiff,37,18,19,8,7,22,32,69,-37,31
18,19,Fulham,38,19,19,5,8,25,33,80,-47,23
19,20,Huddersfield,37,18,19,3,5,29,20,70,-50,14
