,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,29,4,4,97,27,70,91
0,2,Liverpool,36,18,18,26,9,1,83,21,62,87
2,3,Spurs,37,19,18,23,2,12,69,45,24,71
5,4,Chelsea,37,18,19,21,8,8,61,38,23,71
3,5,Arsenal,37,18,19,20,10,7,72,45,27,70
4,6,Man Utd,37,19,18,19,10,8,69,52,17,67
7,7,Watford,37,19,18,16,9,12,51,51,0,57
9,8,Leicester,37,19,18,16,6,15,52,53,-1,54
6,9,Wolves,36,18,18,14,10,12,49,44,5,52
10,10,Everton,37,18,19,13,8,16,53,53,0,47
13,11,Crystal Palace,37,19,18,12,9,16,43,48,-5,45
8,12,West Ham,36,18,18,13,6,17,43,52,-9,45
14,13,Brighton,37,19,18,13,6,18,42,55,-13,45
11,14,Bournemouth,37,18,19,12,6,19,50,65,-15,42
12,15,Newcastle,36,18,18,9,12,15,35,45,-10,39
15,16,Southampton,36,18,18,9,12,15,41,55,-14,39
16,17,Burnley,37,19,18,9,9,19,42,69,-27,36
17,18,Cardiff,37,18,19,8,7,22,32,69,-37,31
18,19,Fulham,36,18,18,5,6,25,32,79,-47,21
19,20,Huddersfield,37,18,19,3,5,29,20,70,-50,14
