,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,29,3,6,97,27,70,90
0,2,Liverpool,37,19,18,27,8,2,77,22,55,89
4,3,Man Utd,37,19,18,22,8,7,69,42,27,76
2,4,Spurs,37,19,18,24,2,11,66,38,28,74
5,5,Chelsea,37,18,19,21,7,9,63,39,24,71
6,6,Wolves,37,18,19,16,10,11,47,41,6,71
3,7,Arsenal,38,19,19,20,9,9,75,47,28,70
7,8,Watford,37,19,18,16,7,14,53,51,2,56
12,9,Newcastle,37,18,19,13,9,15,40,47,-7,51
9,10,Leicester,37,19,18,14,6,17,44,52,-8,49
8,11,West Ham,37,18,19,13,8,16,46,52,-6,48
11,12,Bournemouth,38,19,19,13,7,18,55,68,-13,48
13,13,Crystal Palace,38,19,19,12,9,17,48,55,-7,47
10,14,Everton,37,18,19,12,8,17,50,55,-5,45
14,15,Brighton,38,19,19,12,7,19,45,59,-14,43
15,16,Southampton,37,19,18,8,11,18,41,61,-20,38
16,17,Burnley,38,19,19,10,7,21,40,73,-33,37
17,18,Cardiff,37,18,19,8,7,22,32,76,-44,31
18,19,Fulham,37,19,18,7,6,24,41,81,-40,27
19,20,Huddersfield,37,18,19,4,5,28,24,67,-43,17
