,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,73,19,54,80
1,2,Man City,32,15,17,25,2,5,82,23,59,77
2,3,Spurs,32,17,15,21,1,10,59,35,24,64
4,4,Man Utd,32,17,15,19,7,6,64,43,21,64
3,5,Arsenal,32,15,17,18,6,8,65,44,21,60
5,6,Chelsea,32,16,16,17,7,8,52,36,16,58
7,7,Watford,33,17,16,14,7,12,50,47,3,49
6,8,Wolves,33,16,17,13,9,11,44,42,2,48
8,9,West Ham,32,15,17,13,6,13,42,46,-4,45
9,10,Leicester,33,17,16,13,5,15,43,45,-2,44
11,11,Bournemouth,33,16,17,12,5,16,45,58,-13,41
10,12,Everton,32,16,16,11,7,14,43,43,0,40
12,13,Newcastle,33,16,17,10,9,14,33,41,-8,39
13,14,Crystal Palace,33,17,16,10,7,16,40,43,-3,37
14,15,Brighton,32,16,16,10,7,15,35,44,-9,37
16,16,Burnley,33,17,16,9,7,17,36,59,-23,34
17,17,Cardiff,33,16,17,10,4,19,31,61,-30,34
15,18,Southampton,33,17,16,7,10,16,35,54,-19,31
18,19,Fulham,33,17,16,5,5,23,30,75,-45,20
19,20,Huddersfield,33,16,17,3,5,25,18,62,-44,14
