,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,28,2,5,91,26,65,86
0,2,Liverpool,35,18,17,25,9,1,74,19,55,84
4,3,Man Utd,35,18,17,21,7,7,74,51,23,70
2,4,Spurs,35,18,17,22,2,11,62,38,24,68
3,5,Arsenal,35,17,18,20,7,8,72,48,24,67
5,6,Chelsea,35,17,18,18,8,9,57,38,19,62
7,7,Watford,35,18,17,15,7,13,53,50,3,52
6,8,Wolves,35,17,18,14,9,12,47,45,2,51
9,9,Leicester,35,18,17,15,5,15,46,45,1,50
8,10,West Ham,35,17,18,13,7,15,44,54,-10,46
10,11,Everton,35,17,18,12,8,15,50,49,1,44
14,12,Brighton,35,18,17,11,8,16,42,50,-8,41
11,13,Bournemouth,35,17,18,12,5,18,49,66,-17,41
12,14,Newcastle,35,17,18,10,9,16,34,45,-11,39
13,15,Crystal Palace,35,18,17,10,7,18,42,47,-5,37
15,16,Southampton,35,18,17,9,10,16,39,55,-16,37
16,17,Burnley,35,18,17,10,7,18,37,63,-26,37
17,18,Cardiff,35,17,18,10,5,20,31,62,-31,35
18,19,Fulham,35,18,17,6,5,24,33,79,-46,23
19,20,Huddersfield,35,17,18,3,5,27,19,66,-47,14
