,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,35,17,18,28,3,4,89,25,64,87
0,2,Liverpool,36,18,18,26,9,1,86,23,63,87
3,3,Arsenal,35,17,18,21,7,7,71,45,26,71
6,4,Wolves,35,17,18,16,8,11,47,41,6,69
2,5,Spurs,36,18,18,22,2,12,66,43,23,68
4,6,Man Utd,35,18,17,19,9,7,67,45,22,68
5,7,Chelsea,35,17,18,19,8,8,63,40,23,66
7,8,Watford,35,18,17,14,7,14,46,49,-3,50
8,9,West Ham,36,18,18,14,7,15,47,56,-9,50
11,10,Bournemouth,36,18,18,14,6,16,50,63,-13,50
10,11,Everton,36,18,18,12,10,14,49,48,1,47
14,12,Brighton,35,18,17,13,7,15,42,46,-4,46
13,13,Crystal Palace,36,18,18,11,9,16,41,44,-3,44
9,14,Leicester,35,18,17,12,6,17,42,50,-8,43
12,15,Newcastle,35,17,18,10,9,16,34,45,-11,42
15,16,Southampton,36,18,18,8,10,18,42,63,-21,37
16,17,Burnley,35,18,17,9,7,19,38,67,-29,34
17,18,Cardiff,36,18,18,9,5,22,33,68,-35,32
18,19,Fulham,36,18,18,4,6,26,34,80,-46,18
19,20,Huddersfield,36,18,18,4,5,27,21,67,-46,17
