,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,3,4,91,25,66,90
0,2,Liverpool,36,18,18,26,9,1,86,23,63,87
3,3,Arsenal,36,18,18,22,7,7,73,46,27,74
6,4,Wolves,36,18,18,17,8,11,49,42,7,72
4,5,Man Utd,36,18,18,19,10,7,69,47,22,69
2,6,Spurs,36,18,18,22,2,12,66,43,23,68
5,7,Chelsea,36,18,18,19,9,8,65,42,23,67
7,8,Watford,36,18,18,14,7,15,47,51,-4,50
8,9,West Ham,36,18,18,14,7,15,47,56,-9,50
11,10,Bournemouth,36,18,18,14,6,16,50,63,-13,50
10,11,Everton,36,18,18,12,10,14,49,48,1,47
14,12,Brighton,36,18,18,13,7,16,42,47,-5,46
12,13,Newcastle,36,18,18,11,9,16,35,45,-10,45
13,14,Crystal Palace,36,18,18,11,9,16,41,44,-3,44
9,15,Leicester,36,18,18,12,6,18,43,52,-9,43
15,16,Southampton,36,18,18,8,10,18,42,63,-21,37
16,17,Burnley,36,18,18,9,7,20,38,69,-31,34
17,18,Cardiff,36,18,18,9,5,22,33,68,-35,32
18,19,Fulham,36,18,18,4,6,26,34,80,-46,18
19,20,Huddersfield,36,18,18,4,5,27,21,67,-46,17
