,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,25,3,4,81,22,59,78
0,2,Liverpool,33,17,16,23,8,2,72,21,51,77
3,3,Arsenal,33,16,17,20,6,7,69,43,26,66
2,4,Spurs,32,17,15,20,2,10,60,36,24,62
5,5,Chelsea,32,16,16,18,6,8,52,34,18,60
4,6,Man Utd,32,17,15,17,7,8,61,46,15,58
7,7,Watford,33,17,16,15,7,11,52,47,5,52
6,8,Wolves,33,16,17,14,8,11,42,40,2,50
9,9,Leicester,33,17,16,14,5,14,43,43,0,47
8,10,West Ham,32,15,17,13,6,13,42,46,-4,45
10,11,Everton,33,16,17,12,7,14,46,45,1,43
11,12,Bournemouth,33,16,17,12,5,16,46,58,-12,41
12,13,Newcastle,33,16,17,10,8,15,34,42,-8,38
13,14,Crystal Palace,33,17,16,10,7,16,41,47,-6,37
14,15,Brighton,32,16,16,10,6,16,34,46,-12,36
15,16,Southampton,33,17,16,9,9,15,38,55,-17,36
17,17,Cardiff,33,16,17,9,4,20,28,59,-31,31
16,18,Burnley,33,17,16,8,6,19,35,63,-28,30
18,19,Fulham,33,17,16,4,6,23,31,74,-43,18
19,20,Huddersfield,33,16,17,3,6,24,19,59,-40,15
