,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,79,21,58,89
1,2,Man City,35,17,18,27,3,5,91,26,65,84
4,3,Man Utd,35,18,17,20,8,7,69,46,23,70
5,4,Chelsea,35,17,18,20,7,8,57,36,21,68
2,5,Spurs,36,18,18,22,2,12,64,44,20,68
3,6,Arsenal,35,17,18,19,9,7,71,45,26,67
6,7,Wolves,35,17,18,14,9,12,46,46,0,64
9,8,Leicester,35,18,17,15,6,14,44,43,1,52
7,9,Watford,35,18,17,14,8,13,50,52,-2,51
10,10,Everton,35,17,18,13,8,14,50,49,1,48
8,11,West Ham,36,18,18,13,7,16,47,57,-10,47
13,12,Crystal Palace,35,18,17,12,8,15,45,45,0,46
12,13,Newcastle,35,17,18,10,8,17,37,48,-11,41
11,14,Bournemouth,35,17,18,11,6,18,45,61,-16,41
14,15,Brighton,35,18,17,10,8,17,37,48,-11,38
15,16,Southampton,35,18,17,8,9,18,40,64,-24,36
16,17,Burnley,35,18,17,9,8,18,42,67,-25,35
17,18,Cardiff,35,17,18,8,7,20,31,63,-32,31
18,19,Fulham,35,18,17,6,5,24,34,76,-42,23
19,20,Huddersfield,36,18,18,4,6,26,22,64,-42,18
