,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,24,7,1,73,18,55,79
1,2,Man City,31,15,16,25,2,4,82,21,61,77
3,3,Arsenal,31,15,16,18,7,6,64,40,24,61
2,4,Spurs,31,17,14,20,1,10,57,35,22,61
5,5,Chelsea,32,16,16,18,7,7,53,34,19,61
4,6,Man Utd,31,16,15,17,8,6,59,41,18,59
7,7,Watford,32,17,15,13,8,11,46,45,1,47
6,8,Wolves,32,16,16,12,9,11,39,38,1,45
10,9,Everton,32,16,16,12,7,13,45,43,2,43
8,10,West Ham,32,15,17,12,6,14,42,48,-6,42
9,11,Leicester,32,16,16,12,5,15,41,46,-5,41
11,12,Bournemouth,32,16,16,12,5,15,46,57,-11,41
12,13,Newcastle,31,15,16,9,8,14,31,40,-9,35
14,14,Brighton,32,16,16,9,7,16,33,46,-13,34
13,15,Crystal Palace,31,15,16,9,6,16,36,42,-6,33
16,16,Burnley,32,16,16,9,6,17,36,59,-23,33
17,17,Cardiff,32,15,17,9,5,18,29,58,-29,32
15,18,Southampton,32,17,15,7,10,15,35,54,-19,31
19,19,Huddersfield,32,16,16,4,5,23,19,57,-38,17
18,20,Fulham,32,16,16,4,5,23,29,73,-44,17
