,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,85,23,62,80
0,2,Liverpool,33,17,16,24,8,1,74,19,55,80
2,3,Spurs,32,17,15,21,1,10,59,36,23,64
4,4,Man Utd,32,17,15,18,8,6,61,41,20,62
3,5,Arsenal,32,15,17,18,7,7,65,42,23,61
5,6,Chelsea,32,16,16,18,7,7,53,34,19,61
7,7,Watford,32,17,15,13,8,11,46,45,1,47
6,8,Wolves,33,16,17,12,9,12,39,40,-1,45
10,9,Everton,32,16,16,12,7,13,45,43,2,43
8,10,West Ham,32,15,17,12,6,14,42,48,-6,42
9,11,Leicester,32,16,16,12,5,15,41,46,-5,41
11,12,Bournemouth,32,16,16,12,5,15,46,57,-11,41
12,13,Newcastle,32,16,16,10,8,14,33,41,-8,38
14,14,Brighton,32,16,16,9,7,16,33,46,-13,34
13,15,Crystal Palace,32,16,16,9,6,17,37,44,-7,33
16,16,Burnley,32,16,16,9,6,17,36,59,-23,33
15,17,Southampton,33,17,16,7,11,15,36,55,-19,32
17,18,Cardiff,33,16,17,9,5,19,31,61,-30,32
19,19,Huddersfield,32,16,16,4,5,23,19,57,-38,17
18,20,Fulham,32,16,16,4,5,23,29,73,-44,17
