,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,7,2,83,24,59,88
1,2,Man City,36,18,18,27,3,6,89,26,63,84
4,3,Man Utd,35,18,17,20,9,6,68,44,24,69
2,4,Spurs,36,18,18,22,2,12,63,44,19,68
5,5,Chelsea,35,17,18,19,7,9,61,41,20,64
3,6,Arsenal,35,17,18,18,9,8,68,51,17,63
6,7,Wolves,36,18,18,15,9,12,47,42,5,54
7,8,Watford,36,18,18,15,8,13,53,53,0,53
14,9,Brighton,36,18,18,14,7,15,44,52,-8,49
10,10,Everton,36,18,18,13,9,14,58,50,8,48
9,11,Leicester,35,18,17,13,7,15,46,49,-3,46
8,12,West Ham,36,18,18,12,9,15,46,55,-9,45
13,13,Crystal Palace,36,18,18,12,7,17,42,46,-4,43
15,14,Southampton,36,18,18,11,9,16,42,55,-13,42
11,15,Bournemouth,36,18,18,12,5,19,48,65,-17,41
12,16,Newcastle,36,18,18,10,9,17,35,48,-13,39
16,17,Burnley,36,18,18,9,7,20,41,68,-27,34
17,18,Cardiff,36,18,18,8,5,23,33,76,-43,29
18,19,Fulham,36,18,18,6,6,24,37,76,-39,24
19,20,Huddersfield,36,18,18,5,6,25,24,63,-39,21
