,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,86,22,64,80
0,2,Liverpool,33,17,16,24,8,1,75,21,54,80
2,3,Spurs,32,17,15,21,1,10,61,37,24,64
5,4,Chelsea,32,16,16,19,6,7,56,37,19,64
4,5,Man Utd,32,17,15,18,7,7,61,42,19,63
3,6,Arsenal,32,15,17,18,7,7,63,40,23,62
6,7,Wolves,33,16,17,12,9,12,38,41,-3,58
7,8,Watford,33,17,16,15,7,11,50,46,4,53
9,9,Leicester,33,17,16,13,6,14,42,43,-1,46
10,10,Everton,32,16,16,12,7,13,45,43,2,44
8,11,West Ham,32,15,17,12,6,14,42,48,-6,43
11,12,Bournemouth,33,16,17,11,7,15,44,57,-13,42
13,13,Crystal Palace,33,17,16,11,6,16,40,43,-3,41
12,14,Newcastle,33,16,17,10,8,15,32,41,-9,41
15,15,Southampton,33,17,16,8,10,15,38,54,-16,37
14,16,Brighton,32,16,16,10,6,16,38,48,-10,36
16,17,Burnley,33,17,16,9,7,17,38,60,-22,34
17,18,Cardiff,33,16,17,8,4,21,28,64,-36,28
18,19,Fulham,33,17,16,4,5,24,31,78,-47,17
19,20,Huddersfield,33,16,17,3,5,25,18,61,-43,14
