,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,7,2,76,21,55,82
1,2,Man City,34,16,18,26,2,6,86,24,62,80
4,3,Man Utd,33,17,16,19,8,6,65,42,23,65
2,4,Spurs,35,18,17,21,2,12,61,44,17,65
3,5,Arsenal,35,17,18,18,9,8,68,51,17,63
5,6,Chelsea,34,17,17,18,7,9,58,40,18,61
7,7,Watford,35,18,17,15,8,12,53,51,2,53
6,8,Wolves,34,17,17,13,9,12,41,42,-1,48
9,9,Leicester,35,18,17,13,7,15,46,49,-3,46
14,10,Brighton,34,17,17,13,7,14,43,48,-5,46
10,11,Everton,34,17,17,12,9,13,55,48,7,45
8,12,West Ham,35,17,18,12,9,14,46,53,-7,45
13,13,Crystal Palace,35,18,17,12,7,16,42,44,-2,43
11,14,Bournemouth,35,17,18,12,5,18,48,64,-16,41
12,15,Newcastle,34,17,17,10,9,15,35,45,-10,39
15,16,Southampton,34,17,17,9,9,16,39,55,-16,36
16,17,Burnley,34,17,17,9,7,18,39,63,-24,34
17,18,Cardiff,34,17,17,8,5,21,30,67,-37,29
19,19,Huddersfield,35,17,18,5,6,24,24,61,-37,21
18,20,Fulham,35,18,17,5,6,24,33,76,-43,21
