,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,82,23,59,89
1,2,Man City,35,17,18,26,3,6,88,27,61,81
2,3,Spurs,36,18,18,24,1,11,69,41,28,73
4,4,Man Utd,35,18,17,20,8,7,65,44,21,70
3,5,Arsenal,35,17,18,20,7,8,69,43,26,68
5,6,Chelsea,35,17,18,20,7,8,60,39,21,68
6,7,Wolves,35,17,18,13,10,12,41,42,-1,62
7,8,Watford,35,18,17,17,7,11,54,47,7,59
10,9,Everton,36,18,18,14,8,14,51,45,6,51
9,10,Leicester,35,18,17,14,7,14,44,43,1,50
8,11,West Ham,36,18,18,13,7,16,45,53,-8,47
11,12,Bournemouth,35,17,18,11,8,16,46,62,-16,43
13,13,Crystal Palace,36,18,18,11,7,18,42,50,-8,42
12,14,Newcastle,35,17,18,10,9,16,32,44,-12,42
14,15,Brighton,35,18,17,11,7,17,43,51,-8,40
15,16,Southampton,35,18,17,9,10,16,41,56,-15,40
16,17,Burnley,35,18,17,10,7,18,39,63,-24,37
17,18,Cardiff,35,17,18,8,4,23,29,67,-38,28
18,19,Fulham,35,18,17,4,6,25,33,84,-51,18
19,20,Huddersfield,36,18,18,3,5,28,19,68,-49,14
