,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,2,5,90,26,64,89
0,2,Liverpool,36,18,18,25,8,3,79,24,55,83
2,3,Spurs,37,19,18,23,1,13,69,46,23,70
4,4,Man Utd,36,18,18,20,8,8,66,46,20,68
3,5,Arsenal,37,18,19,20,6,11,71,56,15,66
5,6,Chelsea,37,18,19,19,9,9,61,47,14,66
7,7,Watford,37,19,18,16,9,12,59,50,9,57
6,8,Wolves,36,18,18,16,8,12,47,43,4,56
9,9,Leicester,36,18,18,15,7,14,50,48,2,52
10,10,Everton,37,18,19,14,9,14,51,44,7,51
11,11,Bournemouth,37,18,19,14,7,16,57,64,-7,49
8,12,West Ham,36,18,18,13,8,15,44,50,-6,47
12,13,Newcastle,36,18,18,11,10,15,34,42,-8,43
14,14,Brighton,37,19,18,11,10,16,43,54,-11,43
16,15,Burnley,37,19,18,10,9,18,42,65,-23,39
13,16,Crystal Palace,37,19,18,10,7,20,39,50,-11,37
15,17,Southampton,36,18,18,7,12,17,37,59,-22,33
17,18,Cardiff,37,18,19,8,7,22,35,73,-38,31
18,19,Fulham,36,18,18,6,5,25,32,76,-44,23
19,20,Huddersfield,36,18,18,4,6,26,22,65,-43,18
