,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,2,5,90,26,64,89
0,2,Liverpool,36,18,18,25,8,3,79,24,55,83
2,3,Spurs,36,18,18,23,1,12,68,42,26,70
4,4,Man Utd,36,18,18,20,8,8,66,46,20,68
5,5,Chelsea,36,18,18,19,9,8,61,43,18,66
3,6,Arsenal,36,18,18,19,6,11,68,55,13,63
6,7,Wolves,36,18,18,16,8,12,47,43,4,56
7,8,Watford,36,18,18,15,9,12,55,50,5,54
9,9,Leicester,36,18,18,15,7,14,50,48,2,52
10,10,Everton,36,18,18,14,8,14,51,44,7,50
8,11,West Ham,36,18,18,13,8,15,44,50,-6,47
11,12,Bournemouth,36,18,18,13,7,16,53,63,-10,46
12,13,Newcastle,36,18,18,11,10,15,34,42,-8,43
14,14,Brighton,36,18,18,11,10,15,42,51,-9,43
16,15,Burnley,36,18,18,10,8,18,42,65,-23,38
13,16,Crystal Palace,36,18,18,10,6,20,39,50,-11,36
15,17,Southampton,36,18,18,7,12,17,37,59,-22,33
17,18,Cardiff,36,18,18,8,6,22,35,73,-38,30
18,19,Fulham,36,18,18,6,5,25,32,76,-44,23
19,20,Huddersfield,36,18,18,4,6,26,22,65,-43,18
