,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,2,5,90,26,64,83
0,2,Liverpool,34,17,17,25,8,1,76,20,56,83
3,3,Arsenal,35,17,18,21,6,8,80,49,31,69
2,4,Spurs,35,18,17,22,1,12,65,42,23,67
4,5,Man Utd,33,17,16,20,7,6,64,41,23,67
5,6,Chelsea,34,17,17,18,7,9,57,41,16,61
6,7,Wolves,34,17,17,15,8,11,46,40,6,53
9,8,Leicester,34,17,17,15,5,14,47,43,4,50
7,9,Watford,34,17,17,14,7,13,46,51,-5,49
8,10,West Ham,34,17,17,13,7,14,45,49,-4,46
10,11,Everton,34,17,17,12,7,15,46,46,0,43
13,12,Crystal Palace,35,18,17,12,6,17,43,49,-6,42
11,13,Bournemouth,35,17,18,12,6,17,48,59,-11,42
14,14,Brighton,34,17,17,11,6,17,40,55,-15,39
12,15,Newcastle,34,17,17,9,8,17,32,49,-17,35
16,16,Burnley,34,17,17,9,7,18,39,63,-24,34
17,17,Cardiff,34,17,17,10,4,20,35,66,-31,34
15,18,Southampton,34,17,17,7,10,17,38,59,-21,31
18,19,Fulham,35,18,17,5,5,25,32,78,-46,20
19,20,Huddersfield,34,17,17,4,5,25,19,62,-43,17
