,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,28,2,4,91,23,68,86
0,2,Liverpool,34,17,17,25,7,2,78,20,58,82
3,3,Arsenal,34,17,17,20,7,7,70,45,25,68
5,4,Chelsea,34,17,17,20,6,8,57,37,20,67
4,5,Man Utd,33,17,16,19,7,7,62,44,18,66
6,6,Wolves,34,17,17,14,10,10,48,41,7,65
2,7,Spurs,35,18,17,20,2,13,59,42,17,62
7,8,Watford,34,17,17,14,7,13,53,48,5,50
10,9,Everton,34,17,17,13,8,13,47,44,3,48
9,10,Leicester,34,17,17,14,5,15,46,48,-2,48
12,11,Newcastle,34,17,17,11,8,15,37,44,-7,44
8,12,West Ham,34,17,17,12,7,15,42,51,-9,44
13,13,Crystal Palace,34,17,17,11,6,17,42,48,-6,41
14,14,Brighton,34,17,17,11,8,15,40,47,-7,41
11,15,Bournemouth,34,17,17,11,6,17,46,64,-18,41
15,16,Southampton,34,17,17,8,10,16,39,59,-20,37
16,17,Burnley,34,17,17,8,8,18,37,64,-27,32
17,18,Cardiff,34,17,17,8,6,20,29,64,-35,30
19,19,Huddersfield,34,17,17,4,5,25,20,60,-40,17
18,20,Fulham,34,17,17,4,5,25,29,79,-50,17
