,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,3,4,97,25,72,90
0,2,Liverpool,36,18,18,26,8,2,79,21,58,86
2,3,Spurs,37,19,18,23,4,10,67,38,29,73
3,4,Arsenal,37,18,19,21,7,9,68,48,20,70
5,5,Chelsea,36,18,18,20,8,8,58,37,21,68
4,6,Man Utd,36,18,18,18,8,10,64,51,13,62
9,7,Leicester,36,18,18,16,6,14,48,44,4,54
7,8,Watford,36,18,18,15,9,12,49,48,1,54
6,9,Wolves,36,18,18,15,8,13,46,44,2,53
8,10,West Ham,36,18,18,14,8,14,46,51,-5,50
10,11,Everton,36,18,18,14,7,15,49,47,2,49
14,12,Brighton,37,19,18,12,8,17,42,51,-9,44
11,13,Bournemouth,37,18,19,12,7,18,49,68,-19,43
12,14,Newcastle,36,18,18,10,8,18,36,49,-13,38
16,15,Burnley,36,18,18,10,8,18,42,66,-24,38
15,16,Southampton,36,18,18,9,10,17,40,60,-20,37
13,17,Crystal Palace,37,19,18,10,6,21,44,54,-10,36
17,18,Cardiff,37,18,19,9,7,21,35,72,-37,34
18,19,Fulham,36,18,18,5,6,25,34,75,-41,21
19,20,Huddersfield,36,18,18,4,6,26,20,64,-44,18
