,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,27,2,8,95,38,57,83
0,2,Liverpool,36,18,18,24,7,5,76,27,49,79
2,3,Spurs,37,19,18,25,1,11,73,40,33,76
4,4,Man Utd,37,19,18,22,8,7,77,49,28,74
3,5,Arsenal,37,18,19,22,8,7,75,50,25,74
5,6,Chelsea,37,18,19,20,7,10,60,45,15,67
6,7,Wolves,36,18,18,15,8,13,53,50,3,53
7,8,Watford,37,19,18,14,10,13,53,54,-1,52
12,9,Newcastle,36,18,18,13,9,14,43,42,1,48
10,10,Everton,37,18,19,13,8,16,50,49,1,47
9,11,Leicester,37,19,18,13,7,17,47,55,-8,46
11,12,Bournemouth,37,18,19,13,7,17,54,68,-14,46
8,13,West Ham,36,18,18,13,6,17,45,55,-10,45
13,14,Crystal Palace,37,19,18,11,9,17,44,52,-8,42
14,15,Brighton,37,19,18,10,9,18,42,56,-14,39
15,16,Southampton,36,18,18,9,12,15,46,61,-15,39
16,17,Burnley,37,19,18,11,6,20,49,74,-25,39
17,18,Cardiff,37,18,19,10,6,21,37,72,-35,36
18,19,Fulham,36,18,18,8,5,23,36,73,-37,29
19,20,Huddersfield,37,18,19,4,5,28,21,66,-45,17
