,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,7,2,71,20,51,79
1,2,Man City,32,15,17,25,2,5,82,24,58,77
3,3,Arsenal,33,16,17,19,8,6,68,43,25,65
2,4,Spurs,32,17,15,21,1,10,59,33,26,64
4,5,Man Utd,32,17,15,18,8,6,60,41,19,62
5,6,Chelsea,32,16,16,18,7,7,52,34,18,61
6,7,Wolves,33,16,17,12,9,12,39,39,0,45
9,8,Leicester,33,17,16,13,6,14,42,44,-2,45
8,9,West Ham,32,15,17,13,6,13,44,48,-4,45
7,10,Watford,33,17,16,12,8,13,43,48,-5,44
10,11,Everton,33,16,17,11,8,14,46,46,0,41
11,12,Bournemouth,33,16,17,12,5,16,46,58,-12,41
14,13,Brighton,32,16,16,11,6,15,37,43,-6,39
12,14,Newcastle,33,16,17,10,8,15,36,44,-8,38
13,15,Crystal Palace,33,17,16,10,7,16,38,44,-6,37
15,16,Southampton,33,17,16,8,9,16,35,53,-18,33
16,17,Burnley,33,17,16,9,6,18,36,61,-25,33
17,18,Cardiff,33,16,17,8,5,20,29,64,-35,29
18,19,Fulham,33,17,16,6,5,22,33,70,-37,23
19,20,Huddersfield,33,16,17,3,7,23,18,57,-39,16
