,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,80,21,59,87
1,2,Man City,35,17,18,27,2,6,92,29,63,83
2,3,Spurs,36,18,18,24,1,11,65,39,26,73
4,4,Man Utd,35,18,17,21,7,7,70,47,23,72
6,5,Wolves,36,18,18,15,8,13,50,47,3,66
3,6,Arsenal,35,17,18,18,8,9,71,53,18,63
5,7,Chelsea,35,17,18,18,8,9,53,40,13,63
7,8,Watford,36,18,18,16,8,12,55,53,2,57
10,9,Everton,36,18,18,13,8,15,55,49,6,48
12,10,Newcastle,36,18,18,12,9,15,40,47,-7,48
9,11,Leicester,35,18,17,13,7,15,45,48,-3,47
11,12,Bournemouth,36,18,18,13,6,17,47,65,-18,47
13,13,Crystal Palace,36,18,18,12,7,17,44,48,-4,45
8,14,West Ham,36,18,18,12,8,16,43,51,-8,45
15,15,Southampton,36,18,18,8,12,16,42,59,-17,39
14,16,Brighton,36,18,18,10,8,18,40,52,-12,38
16,17,Burnley,35,18,17,10,7,18,43,63,-20,37
17,18,Cardiff,36,18,18,10,5,21,35,69,-34,35
19,19,Huddersfield,36,18,18,5,6,25,25,63,-38,21
18,20,Fulham,36,18,18,4,6,26,31,83,-52,18
