,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,7,2,76,20,56,82
1,2,Man City,33,16,17,26,2,5,83,23,60,80
3,3,Arsenal,33,16,17,21,6,6,72,42,30,70
2,4,Spurs,34,17,17,22,2,10,60,37,23,68
5,5,Chelsea,34,17,17,20,6,8,57,35,22,67
4,6,Man Utd,33,17,16,19,7,7,63,44,19,66
6,7,Wolves,34,17,17,13,9,12,43,44,-1,61
7,8,Watford,33,17,16,14,7,12,49,46,3,50
9,9,Leicester,34,17,17,14,6,14,43,43,0,49
8,10,West Ham,34,17,17,12,7,15,43,51,-8,44
11,11,Bournemouth,34,17,17,12,5,17,45,62,-17,43
10,12,Everton,34,17,17,11,8,15,46,48,-2,42
12,13,Newcastle,34,17,17,10,9,15,32,41,-9,42
15,14,Southampton,34,17,17,10,9,15,43,54,-11,42
13,15,Crystal Palace,34,17,17,10,6,18,40,47,-7,38
14,16,Brighton,34,17,17,10,8,16,37,49,-12,38
17,17,Cardiff,34,17,17,9,5,20,29,61,-32,32
16,18,Burnley,34,17,17,8,7,19,36,64,-28,31
18,19,Fulham,34,17,17,6,5,23,31,74,-43,23
19,20,Huddersfield,34,17,17,3,5,26,18,61,-43,14
