,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,7,2,74,20,54,79
1,2,Man City,32,15,17,25,2,5,80,22,58,77
3,3,Arsenal,33,16,17,21,6,6,72,42,30,70
5,4,Chelsea,32,16,16,19,6,7,56,33,23,64
2,5,Spurs,32,17,15,21,1,10,59,37,22,64
4,6,Man Utd,32,17,15,18,7,7,60,43,17,63
6,7,Wolves,33,16,17,12,9,12,41,43,-2,58
7,8,Watford,33,17,16,14,7,12,49,46,3,50
9,9,Leicester,33,17,16,14,5,14,43,43,0,48
8,10,West Ham,32,15,17,12,7,13,42,47,-5,44
11,11,Bournemouth,33,16,17,12,5,16,45,58,-13,43
10,12,Everton,33,16,17,11,8,14,46,47,-1,42
15,13,Southampton,33,17,16,10,9,14,42,52,-10,42
12,14,Newcastle,33,16,17,10,8,15,32,41,-9,41
13,15,Crystal Palace,33,17,16,10,6,17,39,44,-5,38
14,16,Brighton,32,16,16,9,7,16,33,49,-16,34
16,17,Burnley,33,17,16,8,7,18,36,62,-26,31
17,18,Cardiff,33,16,17,8,5,20,27,61,-34,29
18,19,Fulham,33,17,16,5,5,23,30,74,-44,20
19,20,Huddersfield,33,16,17,3,5,25,18,60,-42,14
