,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,4,4,93,25,68,88
0,2,Liverpool,36,18,18,25,9,2,78,24,54,84
2,3,Spurs,37,19,18,25,2,10,73,42,31,77
3,4,Arsenal,37,18,19,21,8,8,73,48,25,71
5,5,Chelsea,36,18,18,20,8,8,66,43,23,68
4,6,Man Utd,36,18,18,19,9,8,64,46,18,66
6,7,Wolves,36,18,18,16,9,11,45,39,6,57
9,8,Leicester,36,18,18,15,7,14,49,47,2,52
10,9,Everton,36,18,18,14,8,14,54,48,6,50
7,10,Watford,36,18,18,14,7,15,47,52,-5,49
14,11,Brighton,37,19,18,14,7,16,43,49,-6,49
11,12,Bournemouth,37,18,19,13,7,17,53,65,-12,46
8,13,West Ham,36,18,18,13,6,17,50,60,-10,45
13,14,Crystal Palace,37,19,18,11,9,17,48,51,-3,42
12,15,Newcastle,36,18,18,10,9,17,34,50,-16,39
15,16,Southampton,36,18,18,9,10,17,43,61,-18,37
17,17,Cardiff,37,18,19,9,6,22,33,69,-36,33
16,18,Burnley,36,18,18,8,8,20,40,68,-28,32
18,19,Fulham,36,18,18,4,5,27,34,86,-52,17
19,20,Huddersfield,36,18,18,3,6,27,20,67,-47,15
