,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,3,4,86,23,63,84
0,2,Liverpool,34,17,17,25,8,1,77,23,54,83
3,3,Arsenal,35,17,18,20,7,8,70,44,26,67
4,4,Man Utd,33,17,16,20,7,6,63,41,22,67
2,5,Spurs,35,18,17,21,3,11,62,40,22,66
5,6,Chelsea,34,17,17,18,8,8,59,42,17,62
9,7,Leicester,35,18,17,15,6,14,47,43,4,51
6,8,Wolves,35,17,18,14,9,12,48,48,0,51
7,9,Watford,35,18,17,14,8,13,51,50,1,50
10,10,Everton,34,17,17,14,7,13,50,45,5,49
11,11,Bournemouth,35,17,18,14,5,16,51,63,-12,47
8,12,West Ham,35,17,18,12,8,15,43,51,-8,44
12,13,Newcastle,35,17,18,11,9,15,36,42,-6,42
13,14,Crystal Palace,35,18,17,10,7,18,42,51,-9,37
14,15,Brighton,35,18,17,10,7,18,38,51,-13,37
16,16,Burnley,34,17,17,10,6,18,46,66,-20,36
15,17,Southampton,35,18,17,7,10,18,38,63,-25,31
17,18,Cardiff,34,17,17,9,4,21,32,64,-32,31
19,19,Huddersfield,35,17,18,4,6,25,20,64,-44,18
18,20,Fulham,35,18,17,4,6,25,34,79,-45,18
